scope,metric,n_pairs,mean_A,mean_reduced,mean_diff_A_minus_reduced,cohen_dz,wilcoxon_p_two_sided
ab_A_vs_B,actionable_recommendations,6,6.333333333333333,6.666666666666667,-0.3333333333333333,-0.1903467469067202,0.8125
ab_A_vs_B,comparison_efficiency,6,7.0,6.0,1.0,0.7905694150420948,0.25
ab_A_vs_B,divergence_understanding,6,6.5,4.5,2.0,1.1952286093343936,0.125
