scope,metric,n_pairs,mean_A,mean_reduced,mean_diff_A_minus_reduced,cohen_dz,wilcoxon_p_two_sided
ac_A_vs_C,less_manual_log_search,9,8.222222222222221,4.222222222222222,4.0,1.5689290811054724,0.0078125
ac_A_vs_C,reasoning_panel_helpful,9,8.222222222222221,5.333333333333333,2.888888888888889,0.838818792059434,0.03125
